word,vector
4296,"[-0.1007290631532669,0.1064724326133728,0.006045237183570862,-0.09188368916511536,0.07226013392210007]"
103883,"[-0.0527779683470726,-0.04276702180504799,-0.0336981862783432,-0.0039032474160194397,0.06108831241726875]"
1214,"[1.2285182476043701,0.6560190320014954,0.445000022649765,-1.732704997062683,0.03756878897547722]"
5064,"[-0.39473214745521545,0.005100972950458527,0.15447105467319489,0.1126769632101059,0.2762174606323242]"
94896,"[-0.04937739670276642,-0.07170569151639938,0.03029399923980236,-0.035029567778110504,-0.0867101401090622]"
700,"[0.08543428033590317,-0.06878331303596497,0.10503862798213959,0.04268389195203781,-0.11644551157951355]"
49274,"[-0.01809805817902088,0.03760771453380585,-0.03166911378502846,-0.12699943780899048,0.1024189293384552]"
1015,"[0.04644591733813286,0.10900302231311798,0.028864046558737755,-0.08524894714355469,0.10957223176956177]"
4890,"[-0.22033710777759552,-0.06596352905035019,0.03367477282881737,-0.05056357383728027,0.11461037397384644]"
95105,"[-0.16760626435279846,-0.001986101269721985,0.030873294919729233,-0.16731543838977814,0.1519097238779068]"
1083,"[0.21769893169403076,0.09427599608898163,-0.08984676003456116,-0.07992695271968842,-0.05398409813642502]"
366,"[-0.04274892807006836,0.0051607731729745865,-0.05170491710305214,0.04141865670681,-0.10395436733961105]"
893,"[0.0111347995698452,-0.05834129825234413,-0.03885950520634651,-0.044394269585609436,0.10677440464496613]"
2782,"[0.02114601992070675,0.0900421291589737,0.038663823157548904,0.0022591575980186462,0.05208120867609978]"
85342,"[-0.27938124537467957,-0.12665194272994995,0.0018589571118354797,-0.12718327343463898,0.06681036204099655]"
141820,"[-0.16884535551071167,-0.12258985638618469,0.027060970664024353,-0.1936209797859192,-0.011415760964155197]"
147330,"[-0.19974999129772186,0.057350099086761475,-0.06582169234752655,-0.12762221693992615,0.11761409789323807]"
2405,"[0.012477058917284012,0.0732646957039833,-0.09527409076690674,0.01838991418480873,0.09042931348085403]"
184257,"[-0.21281041204929352,0.003115221858024597,0.04094458371400833,-0.11719894409179688,-0.022431623190641403]"
2073,"[-0.029406772926449776,0.005972171667963266,0.06973439455032349,-0.05171804130077362,0.07931391149759293]"
90888,"[-0.1204637959599495,-0.06878390908241272,0.05954279005527496,0.022375892847776413,-0.02858715131878853]"
305,"[0.09205314517021179,0.0017836273182183504,0.09002585709095001,0.03870467469096184,-0.1443304568529129]"
8827,"[-0.18651926517486572,-0.05372177064418793,-0.17661988735198975,-0.17990218102931976,0.0839245468378067]"
95543,"[-0.08338478207588196,-0.1281660944223404,0.05380577594041824,-0.014595715329051018,0.11196684837341309]"
8614,"[-0.04675707966089249,0.07267747074365616,-0.005772200413048267,-0.004766560159623623,0.07649341970682144]"
2333,"[-0.030307818204164505,0.11666513979434967,0.007833651266992092,-0.053113602101802826,0.06123194098472595]"
49347,"[-0.0362519696354866,0.09192994236946106,-0.11295458674430847,0.032632362097501755,-0.05232437327504158]"
170697,"[-0.2540084719657898,0.049418214708566666,-0.1363029181957245,-0.0272988248616457,0.04807059094309807]"
4144,"[-0.3794553875923157,0.008236907422542572,0.10305750370025635,0.018924761563539505,0.023169171065092087]"
86817,"[-0.05996710807085037,0.01988699845969677,-0.06247026473283768,0.03721993416547775,0.05472083389759064]"
3075,"[-0.10219863057136536,0.07471655309200287,-0.07285082340240479,-0.06393006443977356,0.08925528079271317]"
757,"[0.2304651439189911,-0.06247733533382416,0.09890848398208618,0.02637076936662197,0.07170668989419937]"
4957,"[-0.080166757106781,-0.10890275985002518,-0.08234070986509323,0.007381192874163389,-0.039578065276145935]"
971,"[0.21439650654792786,0.14746727049350739,0.03112763911485672,-0.06449492275714874,0.140997976064682]"
130518,"[-0.1638282835483551,0.0150447404012084,-0.11847279965877533,-0.10720639675855637,0.09990084171295166]"
74795,"[-0.1316935122013092,0.07369746267795563,0.03229384496808052,-0.049736764281988144,0.05316751077771187]"
852,"[0.23340800404548645,0.11110443621873856,-0.04307744652032852,0.0751655101776123,-0.10192986577749252]"
113378,"[0.020819824188947678,0.06617586314678192,0.06426656991243362,-0.00458710640668869,0.09448134899139404]"
2463,"[-0.17000170052051544,0.13330456614494324,0.004789465107023716,-0.06366215646266937,0.050703100860118866]"
53996,"[-0.22225120663642883,-0.11452434211969376,-0.1654537171125412,0.03361015021800995,0.23713591694831848]"
3987,"[-0.07540059089660645,-0.0412149541079998,0.01707007735967636,0.08004512637853622,-0.08266898989677429]"
3446,"[0.08571872115135193,-0.019768746569752693,-0.06405763328075409,0.02889755740761757,0.10156845301389694]"
3274,"[0.06218428909778595,-0.11196061223745346,-0.04721297696232796,0.05183754861354828,0.033466484397649765]"
27368,"[-0.08387939631938934,-0.06711188703775406,0.004581889603286982,-0.09256064891815186,-0.06339111924171448]"
8644,"[-0.23327715694904327,-0.2091091126203537,-0.1979951411485672,-0.18693426251411438,0.24668766558170319]"
67695,"[-0.005266517400741577,-0.09993432462215424,-0.10675693303346634,-0.05263028293848038,-0.03421911224722862]"
4152,"[-0.21297331154346466,-0.006924347952008247,0.036424458026885986,-0.03462710604071617,0.0653526782989502]"
3786,"[0.03194933012127876,-0.09561392664909363,0.051755692809820175,0.004504749085754156,0.020878246054053307]"
118900,"[0.031357504427433014,0.06627208739519119,-0.06694681942462921,0.05053454264998436,0.03618926927447319]"
6869,"[-0.07522411644458771,0.0028428512159734964,-0.08131200075149536,-0.10169043391942978,0.08489228039979935]"
134252,"[-0.2396714985370636,-0.015622240491211414,-0.003809673245996237,-0.17432576417922974,0.05691631883382797]"
6619,"[-0.17226456105709076,-0.026148956269025803,-0.03029511868953705,0.01300489529967308,0.015576131641864777]"
150554,"[-0.18493132293224335,-0.03359171003103256,-0.057278286665678024,-0.1645040512084961,0.07962708920240402]"
1220,"[0.8236663341522217,0.6022904515266418,0.11684907972812653,-1.3158397674560547,0.10144699364900589]"
6368,"[-0.09370827674865723,-0.1065414696931839,0.043063368648290634,-0.026466041803359985,0.08787918835878372]"
4085,"[-0.42298707365989685,0.24998901784420013,0.1957750916481018,-0.012308172881603241,0.0655752420425415]"
3114,"[-0.2214261293411255,-0.003948702476918697,0.22133401036262512,0.2786816656589508,0.6222034692764282]"
74458,"[-0.34130173921585083,-0.13910123705863953,-0.36989283561706543,0.07981830835342407,0.17370449006557465]"
85414,"[-0.41763749718666077,-0.05018966645002365,-0.11786352843046188,-0.1293211728334427,0.13391651213169098]"
88405,"[-0.05087491124868393,-0.08049273490905762,-0.018954813480377197,-0.10282137244939804,0.06448439508676529]"
76301,"[0.04363798350095749,-0.05890917778015137,-0.04195550084114075,-0.10459217429161072,0.020721351727843285]"
3310,"[-0.02265433967113495,0.10271845757961273,-0.06664667278528214,-0.030165720731019974,0.07043839991092682]"
2944,"[-0.12275373190641403,0.05953366309404373,0.028173180297017097,0.13317665457725525,0.29010966420173645]"
5816,"[-0.30169185996055603,0.22615376114845276,0.4025449752807617,0.09517072141170502,0.36089232563972473]"
97757,"[0.08027759939432144,-0.051735226064920425,-0.008389697410166264,-0.07897969335317612,-0.04695676267147064]"
2771,"[-0.012150336056947708,-0.06949389725923538,-0.050235774368047714,-0.08074095100164413,-0.0029858252964913845]"
27790,"[-0.10538797080516815,-0.07689123600721359,-0.03054386004805565,-0.11238188296556473,0.006690613925457001]"
175397,"[-0.3962237536907196,-0.03291686996817589,-0.011171572841703892,-0.0700974240899086,0.10998557507991791]"
2505,"[0.004169698804616928,0.045658838003873825,0.03447483479976654,-0.06456227600574493,0.060363635420799255]"
6983,"[0.006995748728513718,0.01775013655424118,0.039618052542209625,-0.05401374399662018,-0.0605427548289299]"
40581,"[-0.13118958473205566,0.06998121738433838,-0.05176958441734314,-0.06714919209480286,0.06222044676542282]"
3147,"[-0.2302493155002594,0.36039912700653076,0.28659459948539734,0.4421645700931549,0.5934419631958008]"
81819,"[-0.19129104912281036,-0.12725649774074554,-0.00036268215626478195,-0.027383949607610703,0.08838602900505066]"
120478,"[-0.30606818199157715,-0.09305084496736526,-0.05698445439338684,-0.19993506371974945,0.07026853412389755]"
453,"[0.05839367210865021,-0.023239724338054657,0.03878408297896385,0.017564235255122185,-0.12658029794692993]"
2640,"[-0.09225505590438843,0.1752651035785675,-0.19369852542877197,-0.0421406552195549,0.5656670331954956]"
5745,"[-0.046346910297870636,0.0038506826385855675,-0.09223145991563797,0.0766211450099945,0.08966962993144989]"
2102,"[0.07521038502454758,-0.09474281966686249,-0.010563317686319351,-0.020663945004343987,-0.07930056005716324]"
1177,"[0.0274049062281847,0.05215280503034592,-0.1290874034166336,-0.04496987909078598,0.04737849906086922]"
69134,"[-0.1189345046877861,0.043626271188259125,0.023446256294846535,-0.015151463449001312,0.07099028676748276]"
8796,"[-0.05658671632409096,0.09642624109983444,0.05998944863677025,-0.014594473876059055,0.053466156125068665]"
1296,"[0.0944732129573822,0.05191827192902565,-0.13957929611206055,-0.3225466310977936,0.12631331384181976]"
136359,"[-0.26455754041671753,-0.02435074746608734,-0.09396398067474365,-0.15230420231819153,0.04599028080701828]"
52,"[0.11396954208612442,-0.11764606833457947,-0.08489599823951721,0.018904659897089005,-0.24860766530036926]"
1785,"[0.044055305421352386,-0.07746216654777527,0.013779498636722565,-0.09091450273990631,0.012255239300429821]"
5784,"[-0.05870018154382706,0.10496451705694199,0.058685947209596634,-0.06957066804170609,0.11639037728309631]"
67255,"[-0.4201343357563019,-0.09293390810489655,-0.19634415209293365,0.02397223562002182,0.07472068071365356]"
3809,"[-0.16551685333251953,0.013133309781551361,0.1367076188325882,-0.08630567044019699,0.26366153359413147]"
62293,"[-0.047703877091407776,-0.002905820729210973,-0.08881957828998566,-0.022815097123384476,-0.0004300251603126526]"
60293,"[-0.1668725609779358,0.02963273599743843,-0.03562956675887108,-0.08723930269479752,0.11746662855148315]"
2609,"[0.013714784756302834,-0.0448804572224617,-0.0002359065692871809,0.023516885936260223,0.03671902045607567]"
187593,"[-0.35535070300102234,0.003008734667673707,-0.023681193590164185,-0.1421976089477539,0.09639774262905121]"
5619,"[-0.09086289256811142,-0.05525047332048416,0.003559931181371212,0.06868268549442291,0.10383198410272598]"
95313,"[-0.16745899617671967,0.07037568837404251,-0.006490167696028948,-0.07686622440814972,0.10953187942504883]"
8361,"[-0.28055045008659363,0.013244439847767353,-0.11939762532711029,0.00429739523679018,0.16920100152492523]"
2984,"[0.009567816741764545,-0.03312784060835838,0.0950496569275856,-0.0080183707177639,0.0438515730202198]"
81834,"[-0.2876884341239929,-0.13995620608329773,-0.2210487425327301,-0.07137658447027206,0.29864397644996643]"
55814,"[-0.03351098299026489,0.014968628995120525,0.00742266234010458,-0.05541865527629852,0.002490806160494685]"
4047,"[-0.31177398562431335,-0.00650718854740262,-0.05735955014824867,-0.16144327819347382,0.0647304505109787]"
110501,"[-0.07280132174491882,0.016331735998392105,-0.024977732449769974,-0.10909626632928848,0.08406172692775726]"
41285,"[-0.19866971671581268,0.015390099957585335,-0.013900654390454292,0.038042329251766205,0.181028813123703]"
94478,"[-0.1672644317150116,0.0423077754676342,-0.10359597951173782,-0.11251035332679749,-0.04197421669960022]"
155168,"[0.015245909802615643,0.0946071669459343,0.040337078273296356,0.013669700361788273,-0.08515577018260956]"
3451,"[-0.025229791179299355,0.007763313129544258,0.11547037214040756,0.1405334323644638,0.13264364004135132]"
2068,"[-0.008063588291406631,-0.019772544503211975,0.07553116232156754,-0.041604235768318176,0.053603991866111755]"
3949,"[-0.2779303789138794,0.1549975872039795,0.3305571377277374,0.27968519926071167,0.3898540139198303]"
7154,"[-0.10221779346466064,0.018792876973748207,-0.08035222440958023,0.05211467668414116,0.06188832223415375]"
85,"[-0.09370666742324829,-0.029929380863904953,0.014223473146557808,-0.07974745333194733,0.10817956179380417]"
174551,"[-0.4010270833969116,0.005841070786118507,-0.09649130702018738,-0.07468239963054657,0.0076394882053136826]"
47382,"[-0.0533779114484787,0.03697440028190613,0.04967724531888962,-0.019260579720139503,0.07700105756521225]"
88744,"[-0.4197764992713928,-0.19962647557258606,-0.10777715593576431,-0.2286553531885147,0.3092944622039795]"
1184,"[0.13388986885547638,0.09728703647851944,-0.06354304403066635,-0.1842823475599289,0.07402800023555756]"
111113,"[-0.37084704637527466,-0.054355207830667496,-0.1268952339887619,-0.09534641355276108,0.015306060202419758]"
176413,"[-0.059827327728271484,-0.032315466552972794,0.060201603919267654,0.030472589656710625,-0.08587489277124405]"
8866,"[-0.039011359214782715,-0.011694270186126232,0.05368267372250557,0.013590756803750992,0.05548832565546036]"
148775,"[-0.2135550081729889,0.003497568890452385,-0.062357719987630844,-0.10726987570524216,0.10627152770757675]"
6537,"[-0.16895122826099396,-0.06936993449926376,-0.029375014826655388,0.05205277353525162,0.1447356790304184]"
78499,"[-0.3347969949245453,-0.20742174983024597,-0.4166339933872223,-0.07163084298372269,0.31648045778274536]"
626,"[0.06297469884157181,0.07295548170804977,-0.04016289860010147,-0.07458314299583435,-0.005087078548967838]"
34150,"[-0.034533869475126266,0.00437843007966876,0.03816576674580574,0.09227392077445984,0.1286926120519638]"
172,"[-0.0344887301325798,-0.018818896263837814,-0.20774982869625092,0.040904611349105835,-0.24697788059711456]"
134004,"[-0.21615806221961975,-0.030558161437511444,0.006618659012019634,-0.10054079443216324,0.09327657520771027]"
41863,"[-0.1053275540471077,-0.039659082889556885,-0.026036608964204788,-0.06685750931501389,-0.02040516957640648]"
45186,"[-0.24884574115276337,0.00635729543864727,-0.20257249474525452,0.004378681071102619,0.15836508572101593]"
3177,"[-0.05008117854595184,0.03295563906431198,-0.00933074951171875,0.08065325021743774,-0.01269539725035429]"
715,"[-0.05688939616084099,-0.04408805072307587,0.10972270369529724,-0.006187643855810165,-0.032582350075244904]"
170777,"[-0.22885510325431824,-0.12438260018825531,-0.0532945953309536,-0.0035884473472833633,0.1432730257511139]"
2269,"[0.030726246535778046,-0.03396041691303253,-0.09268638491630554,-0.09283719956874847,-0.017685813829302788]"
7263,"[-0.03305007144808769,-0.1637153923511505,-0.004088166169822216,0.039895199239254,0.08820556104183197]"
93721,"[-0.09040609747171402,0.035142019391059875,-0.07799026370048523,-0.09025350213050842,0.06496862322092056]"
3007,"[0.021675439551472664,0.014517099596560001,-0.06029205024242401,0.141404926776886,0.06095961108803749]"
1848,"[-0.01122746430337429,0.07536089420318604,0.026929283514618874,0.059238605201244354,0.006093939766287804]"
40414,"[-0.0913056954741478,-0.002662000246345997,-0.12259534746408463,0.02806016057729721,0.09080149233341217]"
5299,"[-0.24526390433311462,0.03588103502988815,0.3492141366004944,0.16141915321350098,0.23843583464622498]"
2865,"[-0.03926432132720947,0.036029715090990067,0.08497828245162964,-0.006952220574021339,-0.02376772090792656]"
175401,"[-0.1382814347743988,-0.12156399339437485,-0.09819956123828888,-0.09608310461044312,0.05213981121778488]"
3406,"[-0.07558181881904602,-0.045054614543914795,0.0023406995460391045,0.012309208512306213,0.10172909498214722]"
451,"[-0.004825741983950138,0.006912080105394125,-0.06958692520856857,0.04674297571182251,-0.14202120900154114]"
6888,"[-0.05247044563293457,0.0028019528836011887,-0.06711409986019135,-0.03808319568634033,0.11748959869146347]"
930,"[0.3432699143886566,-0.039223138242959976,-0.11129076033830643,-0.07403509318828583,0.1766689121723175]"
109487,"[-0.34559857845306396,-0.23070186376571655,-0.1335962861776352,-0.31034326553344727,0.17411482334136963]"
1130,"[0.05160709097981453,0.1407053917646408,-0.08230024576187134,0.0005814004689455032,0.09609205275774002]"
106594,"[-0.11061286926269531,-0.08014977723360062,-0.0800650343298912,-0.11739030480384827,-0.05563855543732643]"
157369,"[-0.2142985761165619,-0.08075357973575592,-0.06631092727184296,-0.04596787691116333,0.020083488896489143]"
355,"[0.09687898308038712,0.0660143494606018,-0.0464717298746109,-0.058625079691410065,-0.035046037286520004]"
4248,"[-0.03664695844054222,0.003233087481930852,-0.06396766752004623,-0.06851372122764587,-0.041138943284749985]"
1011,"[0.060986097902059555,-0.0073598837479949,-0.01799952983856201,-0.06233007833361626,0.018044359982013702]"
3011,"[0.0015662363730370998,-0.08625221997499466,0.011412285268306732,-0.02467425912618637,0.06108744814991951]"
7018,"[-0.07889938354492188,0.016426894813776016,-0.08224599808454514,-0.07304901629686356,-0.06848777830600739]"
1144,"[-0.000460165087133646,-0.10135895758867264,0.00704876659438014,0.03762407600879669,0.043641794472932816]"
3040,"[-0.020478177815675735,-0.05584898963570595,0.09612450003623962,0.09304124116897583,0.1722385287284851]"
60408,"[-0.17492598295211792,-0.06895588338375092,-0.08667588233947754,-0.045890241861343384,-0.031247342005372047]"
47644,"[-0.0072855520993471146,0.02300003170967102,0.06643468141555786,0.07115938514471054,0.014484112150967121]"
316,"[-0.022740304470062256,0.1430273801088333,-0.4424285590648651,0.509406328201294,-1.3555465936660767]"
82242,"[-0.07208529859781265,-0.016614392399787903,-0.009608070366084576,-0.023356936872005463,-0.019501827657222748]"
1611,"[0.0497271902859211,-0.026135843247175217,-0.0011834148317575455,-0.08400855213403702,0.0956127718091011]"
47044,"[-0.1300278902053833,-0.010926556773483753,-0.04119597747921944,-0.06984177231788635,0.033051807433366776]"
7093,"[0.007229842245578766,0.033217791467905045,-0.04116097465157509,0.05493257939815521,-0.08201739192008972]"
84189,"[0.05130012333393097,0.06222614645957947,0.0507674403488636,-0.07028456777334213,0.0558902844786644]"
33162,"[-0.006742028519511223,-0.009698036126792431,0.016051651909947395,-0.10793133080005646,0.14120642840862274]"
147936,"[-0.09836235642433167,-0.09202509373426437,0.026091858744621277,-0.09502589702606201,0.028218615800142288]"
6031,"[-0.05095183104276657,-0.03583480417728424,0.08397526293992996,-0.09317290037870407,-0.06371211260557175]"
31702,"[-0.26568156480789185,-0.056594423949718475,-0.051973532885313034,0.034420810639858246,0.08590170741081238]"
7843,"[-0.05203534662723541,0.061433203518390656,0.08670452982187271,-0.03889910876750946,0.09322202205657959]"
56339,"[-0.11565877497196198,-0.1076090857386589,-0.006882132962346077,0.07229790091514587,0.08638544380664825]"
85510,"[-0.17907901108264923,-0.0188821442425251,0.029229581356048584,-0.06288967281579971,0.1553444266319275]"
119153,"[-0.20369872450828552,0.07388784736394882,-0.018209781497716904,-0.1516965925693512,0.07357067614793777]"
915,"[0.33244261145591736,0.07863117754459381,0.08755418658256531,0.00025592814199626446,0.029145192354917526]"
51255,"[-0.20506826043128967,-0.0052786339074373245,-0.3342824876308441,0.04846234992146492,0.2620473802089691]"
4465,"[-0.06795651465654373,-0.078277088701725,-0.02624603360891342,-0.03931933641433716,0.09013830870389938]"
166183,"[-0.17233501374721527,-0.017255334183573723,-0.0013653682544827461,-0.01476578414440155,0.0049111247062683105]"
84696,"[-0.10598049312829971,-0.10728684812784195,0.07445915788412094,-0.09485294669866562,0.06558917462825775]"
3927,"[0.017853539437055588,0.049530982971191406,-0.027364488691091537,-0.0010200762189924717,0.006650526076555252]"
133645,"[-0.037698425352573395,-0.006637321785092354,0.00472114235162735,-0.025206174701452255,0.089532271027565]"
177615,"[-0.08879010379314423,0.06695251166820526,0.0034872409887611866,-0.002295536920428276,0.011615297757089138]"
4327,"[-0.27565470337867737,0.016972705721855164,-0.07414036244153976,-0.08618178218603134,0.09915534406900406]"
1032,"[0.4073060154914856,0.2194962203502655,-0.188735231757164,-0.09035121649503708,0.17136716842651367]"
8158,"[-0.04506097733974457,-0.030320510268211365,0.02788281813263893,0.0823545977473259,0.08387434482574463]"
45672,"[-0.028637681156396866,-0.03590892255306244,-0.13310757279396057,-0.16581887006759644,0.025355923920869827]"
2731,"[-0.14309366047382355,0.0003762543201446533,0.0011622016318142414,-0.11461979895830154,0.1804894208908081]"
2322,"[-0.051738593727350235,-0.0687359869480133,-0.016969507560133934,0.014994380064308643,0.05745580047369003]"
120807,"[-0.09934855997562408,0.08196976780891418,-0.08365654200315475,-0.08275805413722992,0.021675849333405495]"
52281,"[-0.17046284675598145,-0.06143517792224884,-0.16211707890033722,-0.048495180904865265,0.16213560104370117]"
45175,"[-0.08596347272396088,0.08826684206724167,-0.0716695785522461,0.019375111907720566,0.038534119725227356]"
8529,"[-0.2723356783390045,0.01661190390586853,-0.032148830592632294,-0.05269042029976845,0.21525655686855316]"
56251,"[-0.17790232598781586,-0.05784279480576515,-0.02079058066010475,-0.035098932683467865,0.1289820820093155]"
3435,"[-0.32883021235466003,0.021104278042912483,0.040544770658016205,0.02582128718495369,0.10451429337263107]"
2239,"[-0.07420594990253448,0.12031751126050949,0.014651017263531685,-0.13921649754047394,0.027823222801089287]"
5131,"[-0.2555382251739502,0.008286090567708015,-0.04973432794213295,-0.06326209753751755,0.11667002737522125]"
41571,"[-0.06113898754119873,0.0765250027179718,0.06381327658891678,0.001814142451621592,-0.0023489620070904493]"
74226,"[-0.1869729906320572,0.06808016449213028,-0.0797957181930542,-0.11730632185935974,0.058384086936712265]"
55687,"[-0.09046066552400589,-0.04582522064447403,0.03718132898211479,0.02011416293680668,0.0580022893846035]"
73268,"[-0.021651796996593475,-0.020389921963214874,-0.01683192513883114,-0.054472871124744415,-0.07610390335321426]"
80489,"[-0.09822985529899597,-0.09580541402101517,-0.19702234864234924,-0.16984492540359497,0.25691860914230347]"
6586,"[-0.04542001709342003,0.010313570499420166,-0.0824543833732605,0.0415782667696476,0.045281924307346344]"
122916,"[-0.1270633339881897,-0.2502082884311676,-0.06798810511827469,-0.09490878880023956,0.20785462856292725]"
71429,"[-0.0775466039776802,0.08075705915689468,0.0660383552312851,-0.11281342804431915,0.050771038979291916]"
1187,"[0.09011664986610413,0.16771410405635834,-0.0899137556552887,-0.19497330486774445,0.05147071182727814]"
79357,"[-0.2637612521648407,-0.06843642890453339,-0.0024739173240959644,-0.07742851972579956,0.11353494971990585]"
380,"[-0.09035725146532059,0.29397138953208923,-0.28564977645874023,0.4476589858531952,-1.7324435710906982]"
8979,"[-0.056661754846572876,0.0008153528906404972,-0.07607299089431763,0.025305096060037613,0.0901268795132637]"
102378,"[-0.087195985019207,-0.05164937302470207,-0.06887004524469376,-0.14033415913581848,0.026719095185399055]"
101741,"[-0.19605913758277893,-0.01821974478662014,-0.12502716481685638,0.04909132421016693,0.1161360964179039]"
55245,"[-0.006914551369845867,-0.014567658305168152,-0.0836184099316597,-0.023668624460697174,-0.058039359748363495]"
4025,"[-0.2105555683374405,0.007729176431894302,0.0009016271214932203,-0.07496536523103714,0.17704440653324127]"
1064,"[0.26572704315185547,0.03578600287437439,-0.09853965789079666,-0.15961095690727234,0.06046905741095543]"
80860,"[-0.034501004964113235,-0.016299603506922722,-0.0760873332619667,0.0389900878071785,0.05881492793560028]"
155812,"[-0.0948207899928093,-0.07673579454421997,-0.07774513959884644,-0.09187373518943787,-0.043371446430683136]"
2303,"[-0.08195891976356506,0.13385970890522003,-0.10598751157522202,-0.08454034477472305,-0.012292233295738697]"
1090,"[0.9450448155403137,0.5957565903663635,-0.4043266773223877,-0.49280452728271484,0.24714399874210358]"
44937,"[-0.04520004242658615,-0.03852831572294235,-0.07451330125331879,0.007010571658611298,-0.03457344323396683]"
59814,"[0.01753733679652214,-0.0025563330855220556,0.06400090456008911,0.059605833142995834,0.06685168296098709]"
6301,"[-0.11296579986810684,-0.04727517440915108,-0.0018099062144756317,0.03850729018449783,0.07905483990907669]"
8633,"[-0.01417540293186903,0.0626363754272461,0.010775191709399223,-0.029765525832772255,-0.03839913383126259]"
440,"[-0.005095379892736673,0.1478746235370636,-0.09467677772045135,0.3277919590473175,-1.320279598236084]"
136341,"[-0.2200738489627838,-0.06890562176704407,0.06104537099599838,-0.10805126279592514,-0.014807799831032753]"
63992,"[-0.08641816675662994,0.010076005011796951,-0.12656667828559875,0.10140027850866318,-0.022240150719881058]"
109968,"[-0.08716762810945511,0.07250511646270752,-0.057618580758571625,-0.08211460709571838,-0.03266722708940506]"
2275,"[-0.15008293092250824,0.05310651659965515,-0.16830863058567047,-0.043438687920570374,0.05962854623794556]"
3684,"[0.04958333075046539,-0.05088593438267708,0.05754709988832474,-0.06546961516141891,-0.012137140147387981]"
1914,"[-0.0011145249009132385,0.0674445778131485,0.017025718465447426,-0.005023700185120106,0.12734903395175934]"
2366,"[-0.16138486564159393,0.07904286682605743,0.003159834071993828,-0.02265164628624916,0.1369839608669281]"
3479,"[-0.16361138224601746,-0.018481232225894928,-0.02925422415137291,0.09609081596136093,0.03062264621257782]"
59258,"[-0.2796840965747833,0.016965560615062714,-0.06359755992889404,-0.05532817170023918,0.1243463009595871]"
610,"[0.22910262644290924,0.2160445749759674,0.03702200949192047,0.1724199652671814,-0.26038897037506104]"
117590,"[-0.3052486479282379,0.0010615075007081032,-0.026382695883512497,-0.22252018749713898,0.1897645741701126]"
3797,"[-0.030477842316031456,0.027082156389951706,-0.11040392518043518,0.007961858063936234,0.03118927776813507]"
1665,"[0.04855664074420929,-0.04361598938703537,0.007789161056280136,-0.10065027326345444,0.03795204311609268]"
999,"[0.02196122705936432,0.056815002113580704,-0.12409581243991852,-0.0480046309530735,0.10730333626270294]"
4193,"[-0.14395684003829956,-0.04525011405348778,0.009703733026981354,0.005629418417811394,0.05874687433242798]"
1616,"[-0.004146968945860863,-0.017581360414624214,0.05807492509484291,-0.13901972770690918,0.023692075163125992]"
2093,"[0.04416078329086304,-0.04813690483570099,-2.571847289800644e-05,-0.09094879031181335,0.0075824810191988945]"
127136,"[-0.1455954611301422,0.018358565866947174,0.04122592881321907,0.005412133410573006,0.020890679210424423]"
377,"[-0.19223135709762573,0.29899442195892334,-0.18901383876800537,0.43579283356666565,-1.8226979970932007]"
4235,"[-0.3926101624965668,0.11752971261739731,0.09780731797218323,0.036179300397634506,0.054345257580280304]"
1586,"[0.028114214539527893,-0.04264215752482414,-0.06778508424758911,-0.09475953876972198,-0.006770522799342871]"
72171,"[-0.12568621337413788,-0.015001354739069939,0.027225621044635773,0.024479249492287636,-0.010650215670466423]"
7657,"[0.022318590432405472,-0.10414330661296844,0.02332160994410515,-0.0035997105296701193,0.01156402938067913]"
5171,"[-0.10218814760446548,-0.07541001588106155,0.04607094079256058,0.03459293022751808,-0.010202365927398205]"
4226,"[-0.6355984807014465,0.31362184882164,0.7585431933403015,0.10383103042840958,0.2527501881122589]"
3648,"[-0.09244371950626373,-0.03002767264842987,-0.06772711873054504,-0.032974082976579666,0.0177063699811697]"
2046,"[-0.034499604254961014,0.06348235160112381,0.051418449729681015,-0.050956640392541885,0.017478130757808685]"
3029,"[-0.03980518877506256,-0.11360416561365128,0.0908658504486084,0.10042652487754822,0.12597644329071045]"
3323,"[0.1505962610244751,0.13243798911571503,-0.09814886748790741,0.024539578706026077,-0.01495937630534172]"
45880,"[-0.280776709318161,0.09946425259113312,-0.09131649136543274,-0.026212457567453384,0.05443637818098068]"
2181,"[-0.010280229151248932,-0.003127599600702524,0.014095277525484562,-0.08146186172962189,0.011578064411878586]"
110387,"[-0.06817898899316788,-0.006711816415190697,-0.005959611386060715,0.025431763380765915,0.03179783374071121]"
80478,"[-0.031430684030056,-0.07094135135412216,0.040558140724897385,-0.02974538318812847,0.1281459778547287]"
44972,"[-0.13940513134002686,0.028638046234846115,-0.12011950463056564,0.013765190728008747,-0.011481394991278648]"
334,"[0.016992120072245598,0.01242089830338955,-0.07494471222162247,0.06928987801074982,-0.0734981968998909]"
112804,"[0.02435934916138649,-0.005857109557837248,-0.016436276957392693,0.07528375089168549,-0.09092153608798981]"
2839,"[-0.08335762470960617,0.07483630627393723,0.009862063452601433,-0.01372047234326601,0.030910883098840714]"
4275,"[0.008255500346422195,0.10076379030942917,-0.0027149042580276728,-0.007369550876319408,-0.024033233523368835]"
5081,"[0.028979185968637466,0.005837433505803347,-0.019010603427886963,0.08228087425231934,0.04618348553776741]"
3643,"[0.05612105876207352,0.10209938138723373,-0.027510985732078552,-0.006371673196554184,0.048747844994068146]"
